,mq2,mq3,mq8,mq135,mq136,mq137,mq131,mq9,scp1,scp2,scp3,scp4,scp5,scp6,scp7,scp8,scp9,scp10,scp11,scp12,scp13,scp14,scp15,scp16,scp17,scp18,target
299,87.581,567.846,689.463,33.471,33.459,36.263,144.999,83.200,387.254,208.530,400.686,145.134,249.669,322.864,289.988,316.291,499.946,150.207,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
300,87.613,567.795,689.648,33.473,33.465,36.267,144.927,83.189,387.254,208.530,400.686,145.134,248.863,322.864,289.988,315.762,499.946,150.207,152.610,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
301,87.595,568.172,689.583,33.485,33.479,36.265,144.899,83.183,387.254,208.530,400.686,145.134,249.669,322.864,289.988,316.291,499.946,150.207,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
302,87.586,567.691,689.162,33.456,33.442,36.241,144.863,83.189,387.254,208.530,400.686,145.134,249.669,322.864,289.988,316.291,499.946,150.207,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
303,87.618,567.516,688.614,33.464,33.463,36.260,144.951,83.164,387.254,208.530,400.686,144.233,249.669,322.864,289.988,315.762,499.946,150.207,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
304,87.649,567.756,688.427,33.456,33.450,36.253,144.899,83.158,387.254,207.560,399.736,145.134,249.669,322.864,289.988,315.762,499.946,150.207,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
305,87.527,567.864,689.230,33.450,33.438,36.234,144.674,83.073,387.254,208.530,399.736,145.134,248.863,322.864,289.988,315.762,499.946,150.207,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
306,87.496,567.932,688.802,33.427,33.432,36.258,144.693,83.035,387.254,207.560,399.736,145.134,248.863,322.864,289.988,315.762,499.946,150.207,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
307,87.572,567.950,688.987,33.437,33.444,36.241,144.907,83.105,386.442,208.530,399.736,145.134,248.863,322.864,289.988,316.291,499.946,150.207,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
308,87.514,568.121,688.929,33.429,33.420,36.234,144.771,83.158,386.442,207.560,399.736,145.134,248.863,322.135,289.988,315.762,499.946,150.207,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
309,87.491,567.950,688.809,33.437,33.446,36.244,144.691,83.118,386.442,207.560,399.736,145.134,248.863,322.864,289.988,316.291,499.946,150.207,150.534,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
310,87.468,567.846,688.327,33.427,33.430,36.239,144.675,83.112,386.442,207.560,398.787,145.134,248.863,322.135,289.988,315.762,499.946,150.207,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
311,87.531,568.054,688.631,33.425,33.410,36.229,144.663,83.150,386.442,207.560,399.736,145.134,248.863,322.135,289.443,315.762,499.946,150.207,152.610,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
312,87.577,568.070,688.628,33.426,33.422,36.232,144.619,83.150,386.442,207.560,398.787,145.134,248.863,322.135,289.443,315.762,499.946,150.207,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
313,87.513,567.883,688.692,33.422,33.420,36.225,144.619,83.160,386.442,207.560,398.787,145.134,248.863,322.135,289.443,315.762,499.946,150.207,152.610,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
314,87.518,567.333,688.511,33.402,33.406,36.225,144.607,83.150,386.442,207.560,398.787,145.134,248.863,322.135,289.443,315.762,499.946,149.751,152.610,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
315,87.536,567.435,688.450,33.393,33.404,36.251,144.591,83.146,385.630,207.560,398.787,145.134,248.863,322.135,289.443,315.762,499.946,150.207,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
316,87.491,567.744,689.168,33.403,33.380,36.196,144.632,83.175,385.630,207.560,398.787,145.134,248.863,322.135,289.443,315.762,499.946,149.751,152.610,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
317,87.572,567.761,689.045,33.400,33.428,36.237,144.547,83.141,385.630,207.560,398.787,145.134,248.863,322.135,289.443,315.762,499.946,149.751,148.458,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
318,87.513,567.504,688.395,33.388,33.410,36.208,144.547,83.116,385.630,207.560,397.837,145.134,248.863,322.135,289.443,315.762,499.946,150.207,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
319,87.527,567.606,688.268,33.381,33.382,36.229,144.511,83.152,384.819,207.560,397.837,145.134,248.058,322.135,289.443,315.762,499.946,149.751,152.610,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
320,87.550,567.966,688.327,33.393,33.396,36.232,144.583,83.064,385.630,207.560,397.837,145.134,248.058,322.135,289.443,315.762,499.946,149.751,150.534,51.325,39.083,29.126,66.288,125.430,63.768,39.670,8
321,87.554,568.587,688.573,33.396,33.365,36.244,144.447,82.935,384.819,207.560,397.837,144.233,248.058,321.406,289.443,315.762,499.946,149.751,151.572,50.886,39.083,29.126,66.288,124.257,63.768,39.670,8
322,87.522,568.517,688.388,33.397,33.372,36.215,144.511,82.959,384.819,207.560,397.837,145.134,248.058,322.135,289.443,315.762,499.946,149.751,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
323,87.500,569.120,688.628,33.388,33.364,36.218,144.475,82.919,384.819,207.560,397.837,145.134,248.058,322.135,289.443,315.762,499.946,149.751,151.572,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
324,87.554,568.948,688.385,33.393,33.380,36.203,144.395,82.913,384.819,207.560,397.837,145.134,248.058,321.406,289.443,315.762,499.946,149.751,150.534,50.886,39.083,29.126,66.288,125.430,63.768,39.670,8
